timestamp,username,src_ip,auth_method,outcome
2025-10-02T07:27:16.606025,jon.admin,10.107.162.12,Kerberos,SUCCESS
2025-10-23T08:21:01.606025,ida,10.49.159.91,NTLM,SUCCESS
2025-10-14T09:56:32.606025,jon.admin,172.23.157.126,Kerberos,SUCCESS
2025-10-06T02:22:13.606025,harry_svc,192.168.82.26,NTLM,SUCCESS
2025-10-16T09:07:50.606025,bob_svc,192.168.117.170,RemoteInteractive,SUCCESS
2025-10-04T01:55:29.606025,dave01,10.82.62.43,NTLM,SUCCESS
2025-10-13T14:46:12.606025,jon1,192.168.230.253,Network,SUCCESS
2025-10-06T01:59:22.606025,gina.admin,192.168.99.53,Kerberos,SUCCESS
2025-10-01T12:25:48.606025,eva1,172.22.204.186,Network,SUCCESS
2025-10-23T01:51:01.606025,eva1,172.28.39.190,Kerberos,SUCCESS
2025-10-12T20:37:40.606025,ida1,192.168.141.143,NTLM,SUCCESS
2025-10-18T23:26:31.606025,jon01,192.168.103.142,Kerberos,SUCCESS
2025-10-10T14:33:02.606025,gina.admin,172.24.235.111,Interactive,SUCCESS
2025-10-14T08:43:50.606025,jon1,192.168.106.152,NTLM,SUCCESS
2025-10-07T14:40:29.606025,jon01,172.28.122.82,NTLM,SUCCESS
2025-10-22T02:39:19.606025,ida,10.144.170.177,Kerberos,SUCCESS
2025-10-03T09:39:50.606025,ida,10.112.143.189,Network,SUCCESS
2025-10-02T20:59:35.606025,jon01,192.168.23.245,Kerberos,SUCCESS
2025-10-15T11:57:20.606025,jon.admin,10.23.4.219,NTLM,SUCCESS
2025-10-06T03:26:30.606025,dave1,172.26.216.63,Interactive,SUCCESS
2025-10-04T05:11:27.606025,eva1,10.1.219.60,Kerberos,SUCCESS
2025-10-15T00:28:12.606025,eva1,10.33.240.164,Interactive,SUCCESS
2025-10-14T14:46:31.606025,jon01,192.168.190.30,Kerberos,SUCCESS
2025-10-18T14:09:13.606025,ida01,172.28.157.58,RemoteInteractive,SUCCESS
2025-10-06T00:24:50.606025,alice1,10.163.76.175,Network,SUCCESS
2025-10-04T17:34:48.606025,jon1,10.232.67.132,Kerberos,SUCCESS
2025-10-25T05:00:22.606025,jon1,192.168.215.50,NTLM,SUCCESS
2025-10-19T19:27:10.606025,bob,172.24.36.228,NTLM,SUCCESS
2025-10-12T07:59:45.606025,gina.admin,10.148.116.135,Kerberos,SUCCESS
2025-10-22T15:53:35.606025,gina,10.243.226.165,NTLM,SUCCESS
2025-10-14T12:52:48.606025,jon.admin,10.40.86.213,Kerberos,SUCCESS
2025-10-02T01:08:40.606025,frank.admin,10.70.192.224,Network,SUCCESS
2025-10-21T05:27:43.606025,dave1,172.28.190.128,Kerberos,SUCCESS
2025-09-30T21:39:04.606025,dave1,172.23.142.106,Kerberos,SUCCESS
2025-10-21T02:24:17.606025,jon1,10.173.13.117,Kerberos,SUCCESS
2025-10-23T19:45:04.606025,jon.admin,192.168.198.225,NTLM,SUCCESS
2025-10-20T03:58:29.606025,dave01,172.30.118.29,NTLM,FAILURE
2025-10-05T16:48:13.606025,bob,172.16.16.87,Kerberos,SUCCESS
2025-10-04T17:40:14.606025,alice-user,172.28.205.232,Kerberos,SUCCESS
2025-10-18T08:29:20.606025,jon.admin,192.168.139.91,NTLM,SUCCESS
2025-10-14T20:38:51.606025,alice1,10.47.210.74,RemoteInteractive,SUCCESS
2025-10-21T07:29:53.606025,jon.admin,10.143.141.232,Kerberos,SUCCESS
2025-10-04T03:12:40.606025,frank.admin,172.18.106.192,Network,SUCCESS
2025-10-21T00:43:30.606025,jon01,10.140.143.115,RemoteInteractive,SUCCESS
2025-10-06T19:40:22.606025,dave_svc,192.168.183.150,Kerberos,SUCCESS
2025-10-14T19:29:00.606025,ida,192.168.138.239,Kerberos,SUCCESS
2025-10-08T15:33:27.606025,jon.admin,192.168.0.64,Kerberos,FAILURE
2025-10-05T16:27:00.606025,harry_svc,172.27.210.46,Interactive,SUCCESS
2025-10-20T22:57:20.606025,dave1,172.18.248.66,Network,SUCCESS
2025-10-21T14:54:51.606025,jon.admin,10.254.249.224,Kerberos,SUCCESS
2025-10-17T18:25:38.606025,jon.admin,172.23.3.48,Network,FAILURE
2025-10-12T22:12:00.606025,bob,172.31.97.158,NTLM,SUCCESS
2025-10-12T10:29:44.606025,bob_svc,172.18.163.118,Kerberos,SUCCESS
2025-10-08T17:34:37.606025,bob,10.64.74.131,NTLM,SUCCESS
2025-10-14T23:25:29.606025,alice1,10.238.52.65,Kerberos,SUCCESS
2025-09-30T15:12:34.606025,bob01,192.168.83.108,RemoteInteractive,SUCCESS
2025-10-20T11:52:12.606025,alice-user,172.21.42.145,NTLM,SUCCESS
2025-10-01T08:08:27.606025,jon.admin,192.168.6.39,Kerberos,SUCCESS
2025-10-04T05:10:36.606025,ida1,172.31.50.61,Interactive,SUCCESS
2025-10-24T15:25:20.606025,alice,172.24.200.228,Kerberos,SUCCESS
2025-10-17T11:11:39.606025,dave01,192.168.230.97,Network,SUCCESS
2025-10-15T03:41:21.606025,bob,10.133.13.118,RemoteInteractive,SUCCESS
2025-10-03T09:32:00.606025,jon.admin,192.168.179.29,Kerberos,SUCCESS
2025-10-17T19:38:03.606025,jon.admin,10.192.26.29,Kerberos,SUCCESS
2025-10-02T06:07:08.606025,bob1,192.168.204.176,Network,SUCCESS
2025-10-07T06:27:09.606025,alice1,10.251.158.106,Network,SUCCESS
2025-10-12T21:52:23.606025,ida01,192.168.207.123,Interactive,SUCCESS
2025-10-01T09:23:44.606025,jon1,10.10.28.143,Interactive,SUCCESS
2025-10-21T05:32:02.606025,dave01,192.168.11.192,Kerberos,SUCCESS
2025-10-23T13:56:10.606025,bob01,192.168.206.47,Kerberos,SUCCESS
2025-10-23T08:43:45.606025,ida01,192.168.31.206,RemoteInteractive,SUCCESS
2025-10-08T03:45:35.606025,frank.admin,172.21.52.161,NTLM,SUCCESS
2025-10-14T22:22:30.606025,eva-user,172.24.191.214,Kerberos,SUCCESS
2025-10-05T08:06:25.606025,jon01,192.168.149.187,RemoteInteractive,SUCCESS
2025-10-16T16:39:05.606025,alice1,192.168.6.74,NTLM,SUCCESS
2025-10-15T16:29:19.606025,jon,192.168.155.236,Network,SUCCESS
2025-10-16T09:43:00.606025,ida01,10.58.115.254,Kerberos,SUCCESS
2025-10-06T05:46:12.606025,harry_svc,10.95.28.231,NTLM,SUCCESS
2025-10-13T10:22:34.606025,bob1,10.0.181.142,Interactive,SUCCESS
2025-10-02T05:33:48.606025,eva1,192.168.86.225,NTLM,SUCCESS
2025-10-05T10:51:21.606025,eva-user,10.234.193.111,Kerberos,SUCCESS
2025-10-23T02:04:04.606025,bob-user,192.168.224.241,Kerberos,SUCCESS
2025-10-25T00:02:52.606025,dave1,192.168.230.207,NTLM,SUCCESS
2025-10-05T11:37:34.606025,alice1,172.19.207.206,RemoteInteractive,SUCCESS
2025-10-04T18:50:54.606025,ida01,10.128.9.234,Network,SUCCESS
2025-10-05T00:09:28.606025,eva-user,10.15.151.31,NTLM,SUCCESS
2025-10-20T00:46:19.606025,bob,172.18.187.130,Kerberos,SUCCESS
2025-10-16T21:28:53.606025,jon,192.168.167.236,Kerberos,SUCCESS
2025-10-22T10:38:28.606025,jon,10.235.56.73,Network,SUCCESS
2025-10-17T03:32:10.606025,jon,10.210.236.229,NTLM,SUCCESS
2025-10-01T16:12:49.606025,jon,192.168.199.3,Kerberos,SUCCESS
2025-10-01T12:31:29.606025,dave_svc,192.168.89.7,Interactive,SUCCESS
2025-10-17T01:29:12.606025,ida01,172.18.110.187,RemoteInteractive,SUCCESS
2025-10-03T14:48:50.606025,alice-user,10.233.191.16,Interactive,SUCCESS
2025-10-05T20:03:46.606025,gina.admin,192.168.197.139,NTLM,SUCCESS
2025-10-13T22:27:08.606025,dave1,192.168.89.239,Network,SUCCESS
2025-10-11T03:05:43.606025,bob01,172.26.137.33,Network,SUCCESS
2025-10-15T05:27:56.606025,bob-user,10.179.159.110,Kerberos,SUCCESS
2025-10-20T04:06:58.606025,dave1,192.168.153.185,Kerberos,SUCCESS
2025-10-18T02:05:37.606025,bob,192.168.229.240,NTLM,SUCCESS
2025-09-30T13:19:01.606025,dave1,172.28.198.22,RemoteInteractive,SUCCESS
2025-10-09T08:23:14.606025,gina.admin,192.168.60.68,Interactive,SUCCESS
2025-10-07T03:33:01.606025,jon,172.16.242.202,Interactive,SUCCESS
2025-10-02T02:22:50.606025,alice1,172.26.59.249,Interactive,SUCCESS
2025-10-11T22:28:38.606025,bob,192.168.149.62,Kerberos,SUCCESS
2025-10-21T16:47:15.606025,jon.admin,10.21.21.224,RemoteInteractive,SUCCESS
2025-10-14T16:10:10.606025,jon.admin,192.168.155.185,Interactive,SUCCESS
2025-10-17T08:38:03.606025,jon.admin,10.194.19.247,Kerberos,SUCCESS
2025-10-03T11:53:23.606025,gina.admin,192.168.119.234,RemoteInteractive,SUCCESS
2025-10-05T20:32:05.606025,bob01,10.251.40.71,Network,SUCCESS
2025-10-17T21:36:40.606025,dave.admin,172.21.13.19,NTLM,SUCCESS
2025-10-18T21:54:22.606025,jon.admin,172.27.32.116,NTLM,SUCCESS
2025-10-07T14:50:47.606025,alice,172.21.75.54,Kerberos,SUCCESS
2025-10-19T08:05:38.606025,jon01,10.93.179.3,Interactive,SUCCESS
2025-10-09T10:11:57.606025,gina.admin,172.25.52.180,Interactive,SUCCESS
2025-10-17T19:57:35.606025,frank.admin,172.29.168.125,Kerberos,SUCCESS
2025-10-15T19:07:23.606025,alice-user,10.27.177.231,Kerberos,SUCCESS
2025-10-22T04:04:58.606025,alice,10.173.73.15,NTLM,SUCCESS
2025-10-05T04:26:12.606025,bob-user,172.26.24.88,NTLM,SUCCESS
2025-10-01T01:07:05.606025,bob-user,192.168.202.124,Interactive,SUCCESS
2025-10-13T13:12:20.606025,bob01,192.168.226.105,Kerberos,SUCCESS
2025-10-01T13:29:54.606025,jon.admin,192.168.78.8,Interactive,SUCCESS
2025-10-20T19:13:56.606025,jon,172.19.240.104,Kerberos,SUCCESS
2025-10-25T07:35:43.606025,eva1,192.168.63.151,NTLM,SUCCESS
2025-10-02T02:17:10.606025,dave_svc,192.168.209.31,Network,SUCCESS
2025-10-02T22:38:21.606025,bob-user,10.105.19.231,NTLM,SUCCESS
2025-10-22T11:14:48.606025,ida01,10.224.218.37,Interactive,SUCCESS
2025-10-01T07:53:04.606025,dave01,10.78.251.38,Interactive,SUCCESS
2025-10-17T02:28:25.606025,jon.admin,172.29.179.20,NTLM,SUCCESS
2025-10-17T06:37:21.606025,gina,10.111.21.74,NTLM,SUCCESS
2025-10-05T22:35:37.606025,alice1,192.168.1.80,Kerberos,SUCCESS
2025-10-03T20:59:47.606025,gina.admin,172.17.115.108,NTLM,FAILURE
2025-10-02T01:28:22.606025,gina,172.23.173.45,Network,SUCCESS
2025-10-14T13:55:30.606025,eva1,192.168.211.66,RemoteInteractive,SUCCESS
2025-10-10T07:30:22.606025,alice-user,172.17.108.4,Interactive,SUCCESS
2025-10-20T22:37:13.606025,bob,172.21.253.161,NTLM,SUCCESS
2025-10-06T13:32:14.606025,bob,192.168.196.202,Interactive,SUCCESS
2025-10-23T00:11:23.606025,bob,10.105.154.58,Kerberos,SUCCESS
2025-10-20T04:28:24.606025,jon01,172.20.176.118,Kerberos,SUCCESS
2025-10-12T08:04:20.606025,dave1,10.53.8.121,NTLM,SUCCESS
2025-10-23T01:45:28.606025,bob,192.168.111.174,NTLM,SUCCESS
2025-10-01T08:39:42.606025,jon.admin,172.16.215.217,NTLM,SUCCESS
2025-10-05T20:37:14.606025,jon,172.18.174.65,NTLM,SUCCESS
2025-10-22T19:11:35.606025,jon.admin,10.61.217.7,Interactive,SUCCESS
2025-10-13T17:28:36.606025,jon,192.168.175.214,Interactive,SUCCESS
2025-10-07T23:35:39.606025,jon01,10.94.114.144,NTLM,SUCCESS
2025-10-04T03:24:07.606025,bob,192.168.66.252,Kerberos,SUCCESS
2025-10-15T09:30:52.606025,jon.admin,192.168.62.154,NTLM,SUCCESS
2025-10-03T12:28:24.606025,jon1,172.30.186.94,Kerberos,SUCCESS
2025-10-02T09:36:25.606025,alice-user,10.243.113.118,NTLM,SUCCESS
2025-10-23T19:18:13.606025,gina.admin,192.168.54.83,NTLM,SUCCESS
2025-10-19T06:05:26.606025,gina.admin,192.168.222.4,Kerberos,SUCCESS
2025-10-22T00:56:30.606025,jon,192.168.251.175,Network,SUCCESS
2025-10-21T02:57:56.606025,bob,192.168.144.225,Interactive,SUCCESS
2025-10-04T09:53:01.606025,eva1,172.30.240.75,NTLM,SUCCESS
2025-10-03T12:54:44.606025,dave_svc,172.21.189.202,NTLM,SUCCESS
2025-10-02T19:27:22.606025,frank.admin,192.168.159.19,Network,SUCCESS
2025-10-10T02:20:54.606025,bob_svc,192.168.90.236,RemoteInteractive,SUCCESS
2025-10-14T02:04:47.606025,jon.admin,10.11.106.24,Network,SUCCESS
2025-10-17T17:45:21.606025,jon.admin,10.215.243.86,Kerberos,SUCCESS
2025-09-30T08:01:31.606025,eva1,10.136.204.137,Interactive,FAILURE
2025-10-07T18:29:59.606025,bob1,172.18.137.190,Interactive,SUCCESS
2025-10-07T19:22:16.606025,harry_svc,172.19.46.2,Network,SUCCESS
2025-10-23T16:45:02.606025,ida01,172.20.216.219,Network,SUCCESS
2025-10-15T14:03:17.606025,jon.admin,192.168.164.155,Interactive,SUCCESS
2025-10-04T20:33:52.606025,ida01,192.168.238.28,NTLM,SUCCESS
2025-10-24T21:01:26.606025,dave_svc,172.18.125.95,Kerberos,SUCCESS
2025-10-01T14:06:57.606025,bob_svc,192.168.135.244,NTLM,SUCCESS
2025-10-14T18:51:03.606025,jon.admin,172.31.209.164,Kerberos,SUCCESS
2025-10-03T23:00:17.606025,ida,172.19.7.37,Interactive,SUCCESS
2025-10-17T12:03:07.606025,bob,172.23.237.45,NTLM,SUCCESS
2025-10-24T19:04:48.606025,eva1,172.31.50.116,Kerberos,SUCCESS
2025-10-01T23:19:22.606025,harry_svc,172.17.16.13,Interactive,SUCCESS
2025-10-12T21:31:01.606025,bob1,192.168.107.236,Interactive,SUCCESS
2025-10-09T09:17:06.606025,ida01,192.168.18.90,Network,SUCCESS
2025-10-14T06:59:24.606025,jon.admin,172.16.104.177,RemoteInteractive,SUCCESS
2025-10-23T00:56:22.606025,bob,192.168.222.173,NTLM,SUCCESS
2025-10-18T21:52:54.606025,bob,192.168.174.214,Network,SUCCESS
2025-10-17T14:05:45.606025,dave01,192.168.153.67,RemoteInteractive,SUCCESS
2025-10-16T01:44:57.606025,ida01,192.168.253.149,Interactive,SUCCESS
2025-10-23T20:10:16.606025,jon,10.109.46.65,Kerberos,SUCCESS
2025-10-21T18:30:39.606025,jon1,192.168.226.131,RemoteInteractive,FAILURE
2025-10-15T17:13:41.606025,jon,172.31.148.106,Interactive,SUCCESS
2025-10-23T00:24:39.606025,alice,172.20.121.221,NTLM,SUCCESS
2025-10-18T16:26:59.606025,ida,192.168.180.20,Interactive,SUCCESS
2025-10-24T00:01:33.606025,dave.admin,192.168.192.156,Kerberos,SUCCESS
2025-10-05T09:19:51.606025,eva1,192.168.106.182,NTLM,SUCCESS
2025-10-23T20:58:40.606025,frank.admin,192.168.246.45,Kerberos,SUCCESS
2025-10-11T22:20:24.606025,jon.admin,192.168.251.132,Interactive,SUCCESS
2025-10-23T07:30:15.606025,alice-user,10.181.115.34,NTLM,SUCCESS
2025-10-20T05:33:52.606025,ida1,10.75.4.44,NTLM,SUCCESS
2025-10-09T02:16:22.606025,bob-user,172.23.110.239,Interactive,SUCCESS
2025-10-24T00:48:05.606025,bob_svc,192.168.24.74,Kerberos,SUCCESS
2025-10-03T06:59:48.606025,dave01,10.53.19.212,Kerberos,SUCCESS
2025-10-10T09:38:37.606025,bob1,172.18.160.191,Kerberos,SUCCESS
2025-10-16T03:04:33.606025,bob1,172.23.50.61,Interactive,SUCCESS
2025-10-19T22:31:48.606025,bob1,172.20.4.140,NTLM,SUCCESS
2025-10-02T13:13:24.606025,jon1,10.73.225.108,Network,SUCCESS
2025-10-16T07:41:21.606025,dave_svc,10.153.150.161,Kerberos,SUCCESS
2025-10-04T13:50:18.606025,frank.admin,172.16.61.3,RemoteInteractive,SUCCESS
2025-10-02T09:22:54.606025,harry_svc,192.168.8.148,NTLM,SUCCESS
2025-09-30T20:15:51.606025,ida1,10.231.10.124,Interactive,SUCCESS
2025-09-30T12:38:36.606025,eva-user,10.85.218.195,RemoteInteractive,SUCCESS
2025-10-06T18:16:22.606025,jon,192.168.146.46,Kerberos,SUCCESS
2025-10-11T03:28:07.606025,alice-user,192.168.109.62,Kerberos,SUCCESS
2025-10-23T13:42:15.606025,bob-user,10.221.203.32,Kerberos,SUCCESS
2025-10-12T01:18:35.606025,alice1,10.123.178.149,Network,SUCCESS
2025-10-06T16:36:38.606025,harry_svc,10.30.198.152,Network,SUCCESS
2025-10-15T14:30:44.606025,bob,192.168.66.249,Kerberos,FAILURE
2025-09-30T14:11:37.606025,bob,172.24.217.229,Kerberos,SUCCESS
2025-10-18T16:29:52.606025,dave.admin,10.77.44.87,Interactive,SUCCESS
2025-10-05T01:19:58.606025,gina,172.23.72.58,NTLM,SUCCESS
2025-10-01T03:19:25.606025,bob,10.192.108.152,Kerberos,SUCCESS
2025-10-09T09:37:51.606025,dave_svc,192.168.204.141,Kerberos,SUCCESS
2025-10-24T03:32:14.606025,frank.admin,10.199.156.48,NTLM,SUCCESS
2025-10-23T09:22:21.606025,alice-user,172.20.65.38,Interactive,SUCCESS
2025-10-11T23:14:05.606025,alice-user,10.42.226.30,Kerberos,SUCCESS
2025-10-06T21:11:34.606025,dave01,10.242.179.9,RemoteInteractive,SUCCESS
2025-10-21T21:00:24.606025,bob1,192.168.3.73,RemoteInteractive,SUCCESS
2025-10-10T05:36:04.606025,eva1,10.150.213.249,Interactive,FAILURE
2025-10-11T20:28:05.606025,jon.admin,192.168.100.106,NTLM,SUCCESS
2025-10-06T13:43:34.606025,bob,172.25.104.202,Kerberos,SUCCESS
2025-10-09T14:44:37.606025,ida,192.168.189.152,NTLM,SUCCESS
2025-10-20T02:58:41.606025,alice-user,10.115.232.40,RemoteInteractive,SUCCESS
2025-10-16T07:38:53.606025,bob,10.120.252.19,RemoteInteractive,SUCCESS
2025-10-16T11:31:54.606025,bob-user,172.20.210.52,NTLM,SUCCESS
2025-10-23T14:58:10.606025,bob,192.168.64.95,Kerberos,SUCCESS
2025-10-23T05:40:51.606025,gina.admin,172.23.203.169,Kerberos,SUCCESS
2025-10-06T10:28:19.606025,jon,10.221.121.80,Kerberos,SUCCESS
2025-10-16T22:12:30.606025,eva1,172.31.228.227,Kerberos,SUCCESS
2025-10-06T04:33:41.606025,eva1,192.168.121.127,Kerberos,SUCCESS
2025-10-15T22:42:03.606025,alice,10.238.95.142,NTLM,SUCCESS
2025-10-02T22:21:05.606025,eva-user,172.24.13.7,NTLM,SUCCESS
2025-10-03T18:21:35.606025,bob,172.16.217.108,Interactive,SUCCESS
2025-10-19T01:00:24.606025,ida01,192.168.151.238,Network,SUCCESS
2025-10-24T20:30:39.606025,alice1,10.180.24.13,Kerberos,FAILURE
2025-10-19T09:44:18.606025,alice-user,192.168.96.240,RemoteInteractive,SUCCESS
2025-10-13T03:14:04.606025,ida01,172.26.109.129,NTLM,SUCCESS
2025-10-11T03:40:47.606025,gina,192.168.82.11,Kerberos,SUCCESS
2025-10-13T02:25:29.606025,bob1,10.7.198.21,Kerberos,SUCCESS
2025-10-19T04:11:32.606025,alice,172.27.69.104,Network,SUCCESS
2025-10-02T16:20:15.606025,bob1,172.30.119.139,NTLM,SUCCESS
2025-10-07T10:33:01.606025,bob-user,172.23.12.123,NTLM,SUCCESS
2025-10-12T08:13:10.606025,frank.admin,192.168.1.24,Interactive,FAILURE
2025-10-04T13:53:48.606025,jon.admin,172.24.233.184,NTLM,SUCCESS
2025-10-22T14:11:37.606025,jon.admin,192.168.83.139,Kerberos,SUCCESS
2025-10-01T15:45:49.606025,bob_svc,192.168.164.27,NTLM,SUCCESS
2025-10-05T06:47:35.606025,eva-user,10.195.219.249,Kerberos,SUCCESS
2025-10-18T03:03:01.606025,dave.admin,10.225.111.254,Kerberos,SUCCESS
2025-10-08T08:36:17.606025,frank.admin,192.168.115.216,Network,SUCCESS
2025-10-13T18:07:37.606025,bob,10.160.115.101,Kerberos,SUCCESS
2025-10-17T15:58:01.606025,dave1,192.168.208.106,Kerberos,SUCCESS
2025-10-18T02:32:50.606025,ida1,10.239.126.51,Interactive,SUCCESS
2025-10-23T04:50:48.606025,dave01,10.113.208.144,Kerberos,SUCCESS
2025-10-02T05:21:25.606025,dave.admin,192.168.25.49,Kerberos,SUCCESS
2025-10-03T22:51:24.606025,eva1,10.112.125.95,Interactive,SUCCESS
2025-10-05T04:26:19.606025,bob,10.184.221.126,NTLM,SUCCESS
2025-10-04T07:00:40.606025,eva1,192.168.185.20,Network,SUCCESS
2025-10-22T08:22:39.606025,ida,192.168.50.109,Network,SUCCESS
2025-10-13T11:39:21.606025,jon.admin,192.168.116.81,Network,SUCCESS
2025-10-05T13:21:37.606025,bob01,192.168.217.63,Kerberos,SUCCESS
2025-10-11T02:41:50.606025,jon.admin,172.27.153.217,NTLM,SUCCESS
2025-10-24T11:27:41.606025,bob,172.22.129.177,NTLM,FAILURE
2025-10-05T16:52:37.606025,eva1,172.19.86.90,Interactive,SUCCESS
2025-10-07T07:54:49.606025,ida,192.168.238.8,Kerberos,SUCCESS
2025-10-14T08:51:29.606025,jon.admin,192.168.252.95,Interactive,SUCCESS
2025-10-01T19:18:33.606025,jon.admin,172.26.14.26,Kerberos,SUCCESS
2025-10-01T20:09:06.606025,eva1,192.168.18.171,Kerberos,FAILURE
2025-10-21T03:43:28.606025,jon1,10.85.188.129,NTLM,SUCCESS
2025-10-15T06:19:04.606025,ida01,10.155.5.1,Kerberos,SUCCESS
2025-10-20T12:40:54.606025,alice,172.27.206.249,Kerberos,SUCCESS
2025-10-07T16:15:27.606025,bob1,192.168.204.126,NTLM,SUCCESS
2025-10-07T17:06:48.606025,bob-user,10.171.153.162,Kerberos,SUCCESS
2025-10-21T04:21:04.606025,ida,192.168.216.207,Interactive,SUCCESS
2025-10-18T11:40:15.606025,gina.admin,172.26.76.16,RemoteInteractive,SUCCESS
2025-10-01T14:47:06.606025,ida01,192.168.249.94,NTLM,SUCCESS
2025-10-24T09:16:35.606025,jon.admin,172.22.128.45,NTLM,SUCCESS
2025-10-14T22:19:56.606025,bob,172.18.255.87,NTLM,SUCCESS
2025-10-03T17:09:27.606025,alice1,192.168.5.44,Kerberos,SUCCESS
2025-10-16T20:17:49.606025,eva1,10.175.190.235,Kerberos,SUCCESS
2025-10-24T06:25:56.606025,bob01,192.168.125.39,NTLM,SUCCESS
2025-10-03T18:35:52.606025,gina.admin,192.168.61.223,Interactive,SUCCESS
2025-10-23T04:01:26.606025,gina.admin,10.26.49.21,Interactive,SUCCESS
2025-10-04T10:04:02.606025,eva1,192.168.196.127,NTLM,SUCCESS
2025-10-14T19:14:06.606025,jon.admin,10.70.102.88,Kerberos,SUCCESS
2025-10-23T04:41:19.606025,bob1,10.79.28.209,RemoteInteractive,SUCCESS
2025-10-13T18:27:29.606025,jon,192.168.188.231,Kerberos,SUCCESS
2025-10-12T16:30:06.606025,bob,192.168.141.131,Kerberos,SUCCESS
2025-10-11T10:18:57.606025,bob,192.168.217.42,RemoteInteractive,SUCCESS
2025-10-17T11:57:04.606025,bob,10.165.229.53,Kerberos,SUCCESS
2025-10-20T23:51:56.606025,gina,172.19.216.43,NTLM,SUCCESS
2025-10-02T19:57:39.606025,eva1,192.168.9.168,NTLM,SUCCESS
2025-10-16T07:34:10.606025,alice1,192.168.69.77,Kerberos,SUCCESS
2025-10-14T20:03:28.606025,eva-user,192.168.181.135,Interactive,SUCCESS
2025-10-09T09:06:55.606025,dave01,192.168.220.12,NTLM,SUCCESS
2025-10-23T23:00:48.606025,alice1,10.17.128.52,Kerberos,SUCCESS
2025-10-04T15:44:15.606025,jon.admin,10.174.41.27,Kerberos,SUCCESS
2025-10-10T20:28:05.606025,gina.admin,172.25.7.55,Network,SUCCESS
2025-10-20T06:46:06.606025,jon,192.168.140.39,Interactive,SUCCESS
2025-10-03T17:27:21.606025,bob,172.25.184.41,NTLM,SUCCESS
2025-10-16T09:20:21.606025,alice-user,10.164.117.182,Kerberos,SUCCESS
2025-10-10T13:35:57.606025,ida1,172.22.233.183,Network,SUCCESS
2025-10-08T12:07:30.606025,bob,172.17.62.67,Kerberos,SUCCESS
2025-10-20T23:43:09.606025,bob,10.162.240.223,NTLM,SUCCESS
2025-10-07T21:41:39.606025,bob_svc,192.168.161.47,RemoteInteractive,SUCCESS
2025-10-02T13:38:07.606025,jon.admin,10.131.157.54,NTLM,SUCCESS
2025-10-07T07:42:33.606025,alice,172.17.23.10,NTLM,SUCCESS
2025-10-15T16:38:35.606025,dave.admin,172.20.188.16,Kerberos,FAILURE
2025-10-12T21:10:32.606025,ida01,192.168.196.150,NTLM,FAILURE
2025-10-10T08:21:17.606025,eva-user,10.179.143.153,Kerberos,SUCCESS
2025-10-23T15:40:21.606025,dave01,192.168.114.213,NTLM,SUCCESS
2025-10-02T21:36:35.606025,alice1,172.29.33.245,Network,SUCCESS
2025-10-13T05:44:27.606025,bob1,10.165.223.47,NTLM,SUCCESS
2025-10-08T08:50:50.606025,bob01,172.21.91.145,Network,SUCCESS
2025-10-23T04:01:09.606025,bob1,172.27.156.211,Interactive,SUCCESS
2025-10-20T10:48:19.606025,jon.admin,172.17.7.7,NTLM,SUCCESS
2025-10-01T06:57:37.606025,bob01,10.203.248.11,NTLM,SUCCESS
2025-10-12T22:00:12.606025,eva-user,10.154.217.132,Kerberos,SUCCESS
2025-10-22T13:28:21.606025,alice-user,172.21.107.143,Interactive,FAILURE
2025-10-07T23:03:56.606025,gina,10.195.144.178,Kerberos,SUCCESS
2025-10-24T04:02:44.606025,alice1,10.77.30.124,Network,SUCCESS
2025-10-07T20:56:08.606025,jon01,192.168.126.102,Kerberos,SUCCESS
2025-10-07T07:22:43.606025,eva1,192.168.116.253,Kerberos,SUCCESS
2025-10-06T19:37:44.606025,gina,172.24.150.165,Interactive,FAILURE
2025-10-24T20:03:44.606025,ida1,192.168.132.53,NTLM,SUCCESS
2025-10-13T21:03:57.606025,harry_svc,10.253.56.146,NTLM,SUCCESS
2025-10-04T19:07:38.606025,eva1,192.168.137.116,Interactive,SUCCESS
2025-10-14T01:26:34.606025,ida,192.168.184.86,Network,SUCCESS
2025-10-23T05:23:13.606025,eva1,10.249.79.46,Kerberos,SUCCESS
2025-10-10T20:42:10.606025,jon.admin,192.168.230.251,Kerberos,SUCCESS
2025-10-17T13:50:31.606025,dave.admin,10.39.216.227,Interactive,SUCCESS
2025-10-21T01:41:57.606025,gina.admin,172.22.183.138,Interactive,SUCCESS
2025-10-18T06:09:31.606025,dave_svc,172.20.94.198,Kerberos,SUCCESS
2025-10-19T11:04:41.606025,dave1,10.222.66.61,Kerberos,SUCCESS
2025-10-08T20:16:04.606025,bob-user,10.5.83.128,Network,SUCCESS
2025-10-20T04:29:12.606025,bob1,192.168.200.181,RemoteInteractive,SUCCESS
2025-10-01T06:36:07.606025,bob,192.168.0.225,RemoteInteractive,SUCCESS
2025-10-16T21:51:30.606025,bob,192.168.118.41,Kerberos,SUCCESS
2025-10-22T05:58:30.606025,gina.admin,172.24.204.106,NTLM,SUCCESS
2025-10-08T16:05:55.606025,bob,192.168.141.206,Kerberos,FAILURE
2025-10-04T03:55:48.606025,bob,10.216.56.199,Kerberos,SUCCESS
2025-10-13T22:42:46.606025,eva-user,192.168.28.250,NTLM,SUCCESS
